type,timestamp,price,btc_amount,pct_per_trade,cash_in,cash_out
sell,2018-11-09 10:00:00,6430.97,0.00554185438151401,0.05,,35.63949927188516
buy,2018-11-10 03:45:00,6434.69,0.005576923339110242,0.05,35.88577284093928,
sell,2018-11-10 22:30:00,6447.79,0.005543607829393822,0.05,,35.74401912628719
buy,2018-11-11 21:45:00,6412.33,0.00559526492791336,0.05,35.878685155206675,
sell,2018-11-12 10:30:00,6437.61,0.005546190684319798,0.05,,35.70421261128397
buy,2018-11-12 15:45:00,6452.12,0.005559407067446133,0.05,35.86996152801054,
sell,2018-11-12 19:15:00,6443.96,0.005546851503476115,0.05,,35.743689214339945
buy,2018-11-13 06:00:00,6468.09,0.005544704528280685,0.05,35.86364791232702,
sell,2018-11-13 11:45:00,6443.24,0.005546744154716343,0.05,,35.73900380743453
buy,2018-11-13 12:15:00,6457.19,0.005553099058116981,0.05,35.85741570708239,
sell,2018-11-13 12:45:00,6453.58,0.005547061899886375,0.05,,35.798407735868714
buy,2018-11-13 13:30:00,6458.05,0.0055519027118900765,0.05,35.85446530852171,
sell,2018-11-13 14:15:00,6442.25,0.00554730394048656,0.05,,35.73711881059954
buy,2018-11-13 15:45:00,6459.5,0.005549748120384798,0.05,35.8485979836256,
sell,2018-11-14 09:30:00,6474.07,0.005547426149481471,0.05,,35.9144252115735
buy,2018-11-15 19:30:00,5682.91,0.006308720241042529,0.05,35.851889345023,
sell,2018-11-16 08:30:00,5619.27,0.005585490854059523,0.05,,31.386381191491058
buy,2018-11-16 15:45:00,5645.62,0.006310841667938402,0.05,35.6286139373464,
sell,2018-11-16 20:15:00,5619.39,0.005621758394753467,0.05,,31.590852905893687
buy,2018-11-17 09:30:00,5610.7,0.006314136540141831,0.05,35.42672588577377,
sell,2018-11-18 11:00:00,5624.89,0.005656377302022886,0.05,,31.816500122375512
buy,2018-11-18 18:45:00,5679.0,0.006206412149604482,0.05,35.24621459760385,
sell,2018-11-19 00:45:00,5635.0,0.005683879044401965,0.05,,32.02865841520507
buy,2018-11-20 16:15:00,4894.99,0.007167601320632711,0.05,35.085336788483914,
sell,2018-11-20 21:15:00,4546.83,0.005758065158213502,0.05,,26.180943403319898
buy,2018-11-21 06:00:00,4539.99,0.007629998550487053,0.05,34.640117119225714,
sell,2018-11-21 15:30:00,4653.14,0.005851661827827179,0.05,,27.228601717535764
buy,2018-11-22 00:15:00,4630.42,0.007400957439960353,0.05,34.26954134914122,
sell,2018-11-22 08:00:00,4631.09,0.005929126608433839,0.05,,27.458318945051868
buy,2018-11-23 10:00:00,4427.65,0.0076629770259475675,0.05,33.928980228936744,
sell,2018-11-23 17:00:00,4318.02,0.006015819129309525,0.05,,25.97642731674112
buy,2018-11-23 23:15:00,4426.84,0.007574557152128146,0.05,33.531352583326964,
sell,2018-11-24 08:00:00,4406.05,0.006093756030450457,0.05,,26.849393757966237
buy,2018-11-25 12:45:00,3925.81,0.008456154180171463,0.05,33.19725464205893,
sell,2018-11-26 08:30:00,4026.96,0.0062118759379365075,0.05,,25.014975927032797
buy,2018-11-27 07:15:00,3844.21,0.008529227255094706,0.05,32.78814070630762,
sell,2018-11-27 10:15:00,3809.97,0.006327743503794417,0.05,,24.108512917151614
buy,2018-11-27 19:00:00,3855.67,0.008391319619378687,0.05,32.354159316849824,
sell,2018-11-29 01:30:00,4161.51,0.006430922309573631,0.05,,26.762347500513762
buy,2018-11-29 09:15:00,4348.38,0.007376211077696294,0.05,32.074568726033014,
sell,2018-11-29 19:15:00,4219.93,0.006478186747979764,0.05,,27.33749460340225
buy,2018-11-30 05:00:00,4319.01,0.00737153074892197,0.05,31.837715019901477,
sell,2018-11-30 09:30:00,4239.83,0.006522853948026874,0.05,,27.655791854462784
buy,2018-12-01 03:30:00,4032.0,0.00784439951925336,0.05,31.628618861629544,
sell,2018-12-01 04:15:00,4005.82,0.006588931226588199,0.05,,26.394072486091538
buy,2018-12-01 10:30:00,4139.24,0.007577934969427393,0.05,31.366891542852642,
sell,2018-12-02 00:00:00,4211.0,0.006638381413730157,0.05,,27.954224133217693
buy,2018-12-02 20:45:00,4220.42,0.007391742568836964,0.05,31.1962581723709,
sell,2018-12-03 01:45:00,4144.67,0.006676049471485497,0.05,,27.670021962981796
buy,2018-12-03 13:15:00,4029.64,0.0076979448193638745,0.05,31.019946361901443,
sell,2018-12-03 15:00:00,3886.02,0.006727144238879415,0.05,,26.141817055170186
buy,2018-12-04 02:15:00,3901.6,0.007888056155568198,0.05,30.776039896564882,
sell,2018-12-04 04:30:00,3866.21,0.006785189834713855,0.05,,26.232968790869055
buy,2018-12-04 07:15:00,3998.0,0.00764104210637321,0.05,30.548886341280095,
sell,2018-12-04 18:30:00,3938.62,0.006827982448296823,0.05,,26.892828230510833
buy,2018-12-05 13:30:00,3918.0,0.007750404143885052,0.05,30.366083435741633,
sell,2018-12-05 16:30:00,3851.5,0.0068741035330762345,0.05,,26.475609757643117
buy,2018-12-06 05:45:00,3869.62,0.007797034269989485,0.05,30.17155975183671,
sell,2018-12-06 13:30:00,3744.76,0.006920250069921897,0.05,,25.914675651840724
buy,2018-12-07 14:15:00,3409.02,0.008788072685650688,0.05,29.95871554683691,
sell,2018-12-07 16:15:00,3267.92,0.007013641200708336,0.05,,22.920018352618786
buy,2018-12-07 22:30:00,3398.15,0.008712617361542606,0.05,29.606780687126005,
sell,2018-12-08 09:15:00,3387.39,0.00709859000875005,0.05,,24.045692809739833
buy,2018-12-08 19:30:00,3368.1,0.008707795580076807,0.05,29.328726293256693,
sell,2018-12-08 21:30:00,3287.01,0.007179050287316389,0.05,,23.597610084911846
buy,2018-12-09 00:15:00,3417.86,0.008497179662958532,0.05,29.04217048283945,
sell,2018-12-10 02:00:00,3556.76,0.007244956756098497,0.05,,25.76857239182089
buy,2018-12-11 06:30:00,3430.7,0.008417667116999015,0.05,28.87849057828852,
sell,2018-12-11 10:45:00,3369.98,0.007303592274143522,0.05,,24.61295989201819
buy,2018-12-11 21:30:00,3412.0,0.008401293682290447,0.05,28.665214043975006,
sell,2018-12-12 03:45:00,3365.64,0.007358477344550869,0.05,,24.765985689914185
buy,2018-12-12 07:15:00,3418.29,0.008328799670675093,0.05,28.470252626271964,
sell,2018-12-13 01:15:00,3409.0,0.007406993460857081,0.05,,25.25044070806179
buy,2018-12-13 12:15:00,3425.0,0.008265477965069037,0.05,28.309262030361452,
sell,2018-12-13 19:00:00,3385.04,0.00744991768606768,0.05,,25.218269364046538
buy,2018-12-14 08:15:00,3314.47,0.008494484004092875,0.05,28.154712397045714,
sell,2018-12-14 13:15:00,3292.18,0.00750214600196894,0.05,,24.698415024762102
buy,2018-12-15 02:15:00,3233.0,0.008655087388936446,0.05,27.98189752843153,
sell,2018-12-15 09:30:00,3200.11,0.007559793071317315,0.05,,24.192169405453257
buy,2018-12-15 21:00:00,3228.38,0.008608779363731226,0.05,27.792411122282616,
sell,2018-12-16 13:15:00,3250.7,0.007612242385938011,0.05,,24.74511632396869
buy,2018-12-17 06:00:00,3258.98,0.008481195460655457,0.05,27.64004638236692,
sell,2018-12-18 05:45:00,3492.49,0.007655690039673882,0.05,,26.737420906660635
buy,2018-12-18 14:45:00,3561.3,0.0077485511213830904,0.05,27.594915108581603,
sell,2018-12-19 19:30:00,3770.0,0.007660333093759343,0.05,,28.879455763472723
buy,2018-12-20 06:00:00,3682.1,0.007511784617833888,0.05,27.659142141326157,
sell,2018-12-20 07:00:00,3697.01,0.00765290566996307,0.05,,28.29286879091017
buy,2018-12-20 07:30:00,3714.49,0.007454813035922929,0.05,27.690828473805357,
sell,2018-12-20 21:30:00,3948.42,0.0076430010382610635,0.05,,30.17777815949075
buy,2018-12-21 01:30:00,4110.0,0.006767682714863657,0.05,27.81517595808963,
sell,2018-12-21 06:30:00,3998.0,0.007599235122091193,0.05,,30.38174201812059
buy,2018-12-21 14:15:00,3977.6,0.007025217282052287,0.05,27.943504261091178,
sell,2018-12-21 17:30:00,3910.92,0.007570534230089249,0.05,,29.607753731140647
buy,2018-12-22 09:30:00,3905.0,0.007177136167629616,0.05,28.02671673459365,
sell,2018-12-22 15:45:00,3830.1,0.0075508643269662674,0.05,,28.9205654587135
buy,2018-12-22 21:00:00,3873.81,0.0072464599892094975,0.05,28.071409170799644,
sell,2018-12-23 16:00:00,3934.22,0.007535644110078428,0.05,,29.646881770752753
buy,2018-12-24 00:45:00,4144.84,0.006791621100162444,0.05,28.150182800797303,
sell,2018-12-24 12:30:00,4097.58,0.007498442959582629,0.05,,30.725469902326587
buy,2018-12-25 22:15:00,3764.3,0.007512405269472083,0.05,28.278947155873766,
sell,2018-12-26 08:45:00,3724.66,0.007499141075077102,0.05,,27.931750796696676
buy,2018-12-26 19:30:00,3760.03,0.0075163196405121525,0.05,28.26158733791491,
sell,2018-12-27 04:15:00,3725.0,0.007500000003348855,0.05,,27.937500012474484
buy,2018-12-27 13:00:00,3729.0,0.007574519434605228,0.05,28.245382971642893,
sell,2018-12-27 18:15:00,3712.56,0.007503725974911672,0.05,,27.858032905418078
buy,2018-12-28 09:30:00,3587.29,0.007868339461914607,0.05,28.226015468331653,
sell,2018-12-29 05:45:00,3823.96,0.00752195664926182,0.05,,28.76366134851123
buy,2018-12-29 09:00:00,3847.63,0.007342935199678928,0.05,28.252897762340634,
sell,2018-12-29 10:30:00,3787.19,0.007513005576782677,0.05,,28.453179590335587
buy,2018-12-29 22:00:00,3857.5,0.007326743189563288,0.05,28.262911853740384,
sell,2018-12-30 00:45:00,3696.3,0.0075036924574217075,0.05,,27.735898430367858
buy,2018-12-30 10:00:00,3793.58,0.007443249169009685,0.05,28.23656118257176,
sell,2018-12-31 02:45:00,3727.93,0.007500670293001105,0.05,,27.961973805387608
buy,2019-01-01 06:15:00,3704.84,0.0076178274402437214,0.05,28.22283181371255,
sell,2019-01-01 15:45:00,3682.61,0.007506528150363236,0.05,,27.64361563180916
buy,2019-01-01 23:15:00,3801.9,0.007415731872121145,0.05,28.19387100461738,
sell,2019-01-02 11:00:00,3785.2,0.007501988336451131,0.05,,28.39652625113482
buy,2019-01-02 11:45:00,3787.97,0.0074456777025539425,0.05,28.204003766943256,
sell,2019-01-03 05:15:00,3820.0,0.007499172804756271,0.05,,28.646840114168956
buy,2019-01-04 04:30:00,3767.92,0.007491174330746019,0.05,28.22614558430454,
sell,2019-01-04 12:45:00,3755.52,0.00749877288105576,0.05,,28.16179153026253
buy,2019-01-04 21:45:00,3802.36,0.007422476536046677,0.05,28.222927881602445,
sell,2019-01-05 09:45:00,3790.36,0.007494958063805306,0.05,,28.408589246725082
buy,2019-01-05 18:15:00,3806.08,0.00741766093982748,0.05,28.232210949858576,
sell,2019-01-05 23:30:00,3774.55,0.007491093207606415,0.05,,28.275505866770793
buy,2019-01-06 10:45:00,3796.99,0.007435988953277251,0.05,28.234375695704188,
sell,2019-01-07 05:30:00,3991.61,0.007488337994889956,0.05,,29.890524823782698
buy,2019-01-07 07:15:00,3992.99,0.00709172403439731,0.05,28.317183152108115,
sell,2019-01-07 09:45:00,3957.01,0.007468507296865323,0.05,,29.552958058769054
buy,2019-01-07 18:00:00,3979.95,0.007130484528057177,0.05,28.37897189744116,
sell,2019-01-07 23:15:00,3970.72,0.007451606158424916,0.05,,29.58824160538098
buy,2019-01-08 10:15:00,3973.74,0.007156843523440928,0.05,28.439435382838152,
sell,2019-01-08 19:45:00,3976.12,0.0074368680266757164,0.05,,29.569879698225847
buy,2019-01-09 04:00:00,3986.68,0.007147791545498393,0.05,28.495957598607532,
sell,2019-01-09 13:00:00,3966.51,0.007422414202616851,0.05,,29.441080158821766
buy,2019-01-09 23:30:00,3969.94,0.007189835041995155,0.05,28.543213726618248,
sell,2019-01-10 06:45:00,3781.31,0.007410785244585766,0.05,,28.022476353204603
buy,2019-01-11 03:45:00,3583.09,0.007958822373411655,0.05,28.517176857947568,
sell,2019-01-11 05:15:00,3566.03,0.007438187101027061,0.05,,26.52479834787553
buy,2019-01-11 09:30:00,3603.02,0.007887149650139041,0.05,28.417557932443966,
sell,2019-01-12 01:00:00,3573.66,0.00746063522848266,0.05,,26.66177369061934
buy,2019-01-12 15:45:00,3591.11,0.007888861304820163,0.05,28.329768720352735,
sell,2019-01-13 00:45:00,3570.47,0.007482046532299534,0.05,,26.714422682179517
buy,2019-01-13 07:15:00,3582.01,0.007886354705443053,0.05,28.249001418444074,
sell,2019-01-13 08:30:00,3578.11,0.007502261940956711,0.05,,26.843918473556617
buy,2019-01-13 11:15:00,3588.83,0.007851792163797031,0.05,28.1787472711997,
sell,2019-01-13 14:45:00,3572.18,0.007519738452098726,0.05,,26.861859303818026
buy,2019-01-14 03:45:00,3489.45,0.008056542685188389,0.05,28.11290287283062,
sell,2019-01-14 13:45:00,3496.8,0.0075465786637532095,0.05,,26.388876271412226
buy,2019-01-14 15:45:00,3630.98,0.007718770564079035,0.05,28.026701542759696,
sell,2019-01-15 06:00:00,3615.81,0.007555188258769501,0.05,,27.318125257941347
buy,2019-01-16 05:30:00,3580.27,0.007818201624044773,0.05,27.99127272851878,
sell,2019-01-16 19:15:00,3567.0,0.007568338927033265,0.05,,26.996264952727657
buy,2019-01-17 01:45:00,3593.46,0.007775659765164833,0.05,27.94152233972922,
sell,2019-01-17 04:30:00,3571.2,0.007578704968939844,0.05,,27.06507118507797
buy,2019-01-17 15:45:00,3597.62,0.007754487628486795,0.05,27.89769978199666,
sell,2019-01-18 05:00:00,3591.88,0.007587494101917192,0.05,,27.253368314794326
buy,2019-01-18 10:00:00,3611.49,0.0077157857860984105,0.05,27.865483208636547,
sell,2019-01-18 12:45:00,3589.3,0.007593908686126253,0.05,,27.25681644711296
buy,2019-01-18 23:00:00,3597.67,0.007736965833597959,0.05,27.83504987056037,
sell,2019-01-19 21:45:00,3681.71,0.007601061543499838,0.05,,27.98490429531879
buy,2019-01-20 05:30:00,3675.73,0.007574697432019841,0.05,27.84254259179829,
sell,2019-01-20 06:45:00,3675.42,0.007599743337925837,0.05,,27.932248659079377
buy,2019-01-20 09:30:00,3692.2,0.007542123366871335,0.05,27.84702789516234,
sell,2019-01-20 11:30:00,3595.57,0.007596862339373111,0.05,,27.315050321579776
buy,2019-01-20 23:30:00,3542.32,0.007853731175185532,0.05,27.820429016483214,
sell,2019-01-21 05:30:00,3520.83,0.007609705781163731,0.05,,26.7924804054947
buy,2019-01-21 12:45:00,3538.95,0.007846686612112007,0.05,27.769031585933785,
sell,2019-01-21 19:30:00,3535.2,0.007621554822711145,0.05,,26.943720609248437
buy,2019-01-21 20:00:00,3529.71,0.007855536584336818,0.05,27.727766037099514,
sell,2019-01-21 21:00:00,3530.51,0.007633253910792429,0.05,,26.94927926459178
buy,2019-01-22 03:00:00,3527.68,0.007849023068553307,0.05,27.688841698474132,
sell,2019-01-22 05:45:00,3520.62,0.0076440423686804735,0.05,,26.91176844402385
buy,2019-01-22 13:00:00,3543.79,0.007802377690481552,0.05,27.64998803575162,
sell,2019-01-23 05:15:00,3572.53,0.007651959134770528,0.05,,27.336853567741755
buy,2019-01-23 14:45:00,3567.83,0.0077454170496775695,0.05,27.634331312351122,
sell,2019-01-23 16:45:00,3570.8,0.0076566320305158815,0.05,,27.34030165456611
buy,2019-01-24 11:00:00,3552.31,0.00777511811454008,0.05,27.61962982946187,
sell,2019-01-25 06:30:00,3563.93,0.00766255633471709,0.05,,27.30881439798828
buy,2019-01-25 17:15:00,3560.09,0.007753761578468013,0.05,27.60408905788819,
sell,2019-01-26 15:15:00,3567.99,0.007667116596904636,0.05,,27.35619534658977
buy,2019-01-27 02:45:00,3577.44,0.007712692420368552,0.05,27.59169437232327,
sell,2019-01-27 07:15:00,3557.63,0.007669395388077831,0.05,,27.284871114487334
buy,2019-01-27 18:15:00,3561.77,0.00774231722133419,0.05,27.576353209431478,
sell,2019-01-28 01:30:00,3543.23,0.0076730414797406485,0.05,,27.18735076226146
buy,2019-01-28 22:30:00,3433.75,0.008025308507338326,0.05,27.55690308707298,
sell,2019-01-29 04:15:00,3408.1,0.007690654831120532,0.05,,26.210520729941884
buy,2019-01-29 14:30:00,3418.81,0.008040687832671726,0.05,27.489583969216422,
sell,2019-01-30 00:30:00,3392.87,0.0077081564811980925,0.05,,26.152772880362573
buy,2019-01-30 05:30:00,3436.3,0.007980311211120604,0.05,27.422743414773734,
sell,2019-01-31 00:00:00,3459.19,0.007721764217694218,0.05,,26.711049564205663
buy,2019-01-31 01:15:00,3474.46,0.007882421648902368,0.05,27.387158722245324,
sell,2019-01-31 08:45:00,3442.98,0.0077297970892546254,0.05,,26.61353678236189
buy,2019-01-31 21:45:00,3441.94,0.007945657863080458,0.05,27.34847762525115,
sell,2019-02-01 02:00:00,3408.71,0.007740590127945918,0.05,,26.38542697503053
buy,2019-02-01 10:15:00,3434.59,0.00794864164070242,0.05,27.300325092740124,
sell,2019-02-02 02:45:00,3465.43,0.0077509927035837424,0.05,,26.860522644780207
buy,2019-02-02 11:45:00,3477.67,0.007843853778634008,0.05,27.27833497034213,
sell,2019-02-02 18:15:00,3461.49,0.0077556357573362565,0.05,,26.846055617661875
buy,2019-02-02 22:15:00,3465.68,0.00786475410387229,0.05,27.25672100270812,
sell,2019-02-03 07:15:00,3463.96,0.007761091674663058,0.05,,26.884111117365848
buy,2019-02-03 18:45:00,3466.88,0.007856658006172986,0.05,27.238090508441005,
sell,2019-02-03 19:30:00,3459.65,0.0077658699912385555,0.05,,26.86719211518847
buy,2019-02-04 02:30:00,3459.69,0.007867625593269447,0.05,27.219545588778374,
sell,2019-02-04 10:30:00,3452.78,0.007770957771340101,0.05,,26.831407573727677
buy,2019-02-04 17:30:00,3463.08,0.00785432005267734,0.05,27.20013868802584,
sell,2019-02-05 02:15:00,3464.03,0.007775125885406963,0.05,,26.933269320826284
buy,2019-02-05 06:45:00,3465.14,0.007845799944494556,0.05,27.186795219665864,
sell,2019-02-05 14:45:00,3455.31,0.0077786595883613426,0.05,,26.87768026226083
buy,2019-02-05 22:45:00,3462.37,0.007847612898620196,0.05,27.17133947179561,
sell,2019-02-06 01:15:00,3412.73,0.007782107253874285,0.05,,26.55823088851439
buy,2019-02-07 01:30:00,3409.11,0.007961222736324597,0.05,27.14068404263155,
sell,2019-02-07 14:30:00,3406.43,0.0077910630279968,0.05,,26.53971083045914
buy,2019-02-08 05:45:00,3408.29,0.007954321780723745,0.05,27.11063538202293,
sell,2019-02-09 04:45:00,3652.72,0.007799225965633147,0.05,,28.488388669187508
buy,2019-02-09 07:45:00,3660.86,0.0074243546725035,0.05,27.179523046381163,
sell,2019-02-09 16:15:00,3644.98,0.007780482400976664,0.05,,28.35970274191192
buy,2019-02-09 23:00:00,3660.48,0.007441245965326324,0.05,27.238532031157703,
sell,2019-02-10 05:30:00,3652.06,0.007763520579194147,0.05,,28.352842966451774
buy,2019-02-10 19:00:00,3645.7,0.007486695991969282,0.05,27.29424757792241,
sell,2019-02-11 03:45:00,3623.11,0.007749679349832903,0.05,,28.07794074917309
buy,2019-02-11 12:00:00,3636.14,0.007517156170137823,0.05,27.333432236484942,
sell,2019-02-12 00:00:00,3605.44,0.007738053190848149,0.05,,27.89908649641155
buy,2019-02-12 15:45:00,3620.03,0.007558422153816757,0.05,27.361714949481275,
sell,2019-02-13 02:15:00,3634.58,0.007729071638996579,0.05,,28.091929197664186
buy,2019-02-13 02:45:00,3635.86,0.007535555731488676,0.05,27.398225661890418,
sell,2019-02-13 09:45:00,3620.75,0.007719395843621184,0.05,,27.950002500791403
buy,2019-02-14 01:30:00,3617.89,0.0075806103844604095,0.05,27.42581450383547,
sell,2019-02-14 09:15:00,3607.99,0.0077124565706631456,0.05,,27.82646618238692
buy,2019-02-14 18:30:00,3609.5,0.007603780880388707,0.05,27.44584708776304,
sell,2019-02-15 00:00:00,3597.92,0.007707022786149424,0.05,,27.72925142274274
buy,2019-02-15 04:00:00,3618.42,0.00758895244457858,0.05,27.460017304512025,
sell,2019-02-15 13:15:00,3615.1,0.007701119269070882,0.05,,27.840316269618146
buy,2019-02-15 14:00:00,3624.12,0.0075822633502111774,0.05,27.479032252767333,
sell,2019-02-15 14:30:00,3598.88,0.007695176473127896,0.05,,27.694016705610522
buy,2019-02-16 00:45:00,3609.83,0.007615256528814237,0.05,27.489781475409497,
sell,2019-02-17 00:00:00,3623.87,0.007691180475912213,0.05,,27.87183819124399
buy,2019-02-17 04:45:00,3640.0,0.007557385799780557,0.05,27.508884311201225,
sell,2019-02-17 13:00:00,3608.7,0.007684490742105629,0.05,,27.73102174103658
buy,2019-02-17 22:30:00,3638.77,0.00756299276477848,0.05,27.51999118269299,
sell,2019-02-19 05:15:00,3889.47,0.007678415843239271,0.05,,29.864968069803847
buy,2019-02-19 08:15:00,3911.0,0.007066540533635523,0.05,27.63724002704853,
sell,2019-02-19 23:30:00,3912.14,0.007647822077759084,0.05,,29.919350663284423
buy,2019-02-20 09:45:00,3935.0,0.0070524385155934744,0.05,27.751345558860322,
sell,2019-02-20 20:15:00,3954.98,0.0076180528996508045,0.05,,30.129246857060938
buy,2019-02-20 20:30:00,3966.0,0.007027292139125153,0.05,27.870240623770357,
sell,2019-02-20 21:45:00,3942.21,0.007588514861624521,0.05,,29.915519172644803
buy,2019-02-20 23:00:00,3955.98,0.007070941852894626,0.05,27.972504551214083,
sell,2019-02-21 10:00:00,3922.15,0.0075626362111880265,0.05,,29.66179361571112
buy,2019-02-22 00:00:00,3939.49,0.00712198000361441,0.05,28.05696900443893,
sell,2019-02-22 20:00:00,3960.86,0.007540603400809346,0.05,,29.867274386129704
buy,2019-02-22 21:15:00,3964.28,0.007100276537863993,0.05,28.14748427352347,
sell,2019-02-23 00:45:00,3958.92,0.007518587057662078,0.05,,29.765484674319556
buy,2019-02-23 01:15:00,3960.75,0.007127030055813488,0.05,28.228384293563273,
sell,2019-02-23 04:30:00,3947.9,0.007499009207569649,0.05,,29.60533845056422
buy,2019-02-23 14:15:00,3952.17,0.007159922776958815,0.05,28.29723200141332,
sell,2019-02-23 16:00:00,3945.66,0.007482054886039107,0.05,,29.52164468164906
buy,2019-02-23 16:30:00,3957.09,0.007166491698552498,0.05,28.358452635425103,
sell,2019-02-24 11:30:00,4142.02,0.007466276726664775,0.05,,30.925467527380036
buy,2019-02-25 03:45:00,3798.45,0.007499586247027827,0.05,28.48680338002285,
sell,2019-02-25 12:15:00,3808.18,0.007467942202682928,0.05,,28.43926813741307
buy,2019-02-25 12:45:00,3807.3,0.007481529329943099,0.05,28.48442661789236,
sell,2019-02-26 02:00:00,3837.42,0.007468621559045935,0.05,,28.660237743114052
buy,2019-02-26 16:30:00,3810.95,0.0074766704297231515,0.05,28.493217174153443,
sell,2019-02-26 20:30:00,3812.18,0.007469024002579797,0.05,,28.47326392215465
buy,2019-02-26 22:30:00,3812.09,0.007474172832108765,0.05,28.492219511553504,
sell,2019-02-26 23:15:00,3807.31,0.007469281444056246,0.05,,28.437869934769786
buy,2019-02-26 23:45:00,3809.23,0.0074790711069466324,0.05,28.48950203271432,
sell,2019-02-27 00:00:00,3806.03,0.007469770927200765,0.05,,28.430172242053928
buy,2019-02-27 05:00:00,3819.07,0.00745902419782337,0.05,28.4865355431813,
sell,2019-02-27 14:45:00,3810.8,0.007469233590731894,0.05,,28.463755367561106
buy,2019-02-28 02:15:00,3820.27,0.0074563830656996215,0.05,28.485396534400294,
sell,2019-02-28 19:30:00,3821.57,0.007468591064480281,0.05,,28.541743554285908
buy,2019-03-01 04:30:00,3825.82,0.007446302723440876,0.05,28.488213885394572,
sell,2019-03-01 14:45:00,3836.58,0.00746747664742831,0.05,,28.649571555990505
buy,2019-03-01 16:15:00,3839.1,0.007422646393405843,0.05,28.496281768924373,
sell,2019-03-02 00:30:00,3832.34,0.0074652351347271875,0.05,,28.609319216220392
buy,2019-03-02 14:45:00,3813.09,0.007474760270879829,0.05,28.50193364128917,
sell,2019-03-02 20:30:00,3811.43,0.007465711391534818,0.05,,28.45503636903755
buy,2019-03-02 23:00:00,3821.1,0.007458477605316948,0.05,28.49958877767659,
sell,2019-03-03 12:15:00,3820.04,0.007465349702223925,0.05,,28.517934476483482
buy,2019-03-04 01:15:00,3823.08,0.007454854740841661,0.05,28.500506062616935,
sell,2019-03-04 04:30:00,3749.12,0.007464824954154812,0.05,,27.986524532120885
buy,2019-03-04 18:00:00,3713.98,0.0076669252354864955,0.05,28.474806986092133,
sell,2019-03-04 23:45:00,3715.3,0.0074749299682213945,0.05,,27.77160731093295
buy,2019-03-05 00:00:00,3723.5,0.0076378802208497834,0.05,28.43964700233417,
sell,2019-03-05 00:30:00,3715.88,0.007483077480852815,0.05,,27.80621794955136
buy,2019-03-05 06:00:00,3725.96,0.007624337231128363,0.05,28.407975549695035,
sell,2019-03-06 01:30:00,3837.3,0.007490140468366594,0.05,,28.741916019263133
buy,2019-03-06 08:45:00,3841.3,0.00739975335776259,0.05,28.42467257317344,
sell,2019-03-07 09:30:00,3860.86,0.007485621112836393,0.05,,28.900935129705516
buy,2019-03-07 15:30:00,3891.03,0.007311299501931376,0.05,28.448485701000045,
sell,2019-03-08 00:00:00,3879.98,0.007476905032291141,0.05,,29.01024198718898
buy,2019-03-08 05:45:00,3897.02,0.0073072690197405945,0.05,28.476573515309493,
sell,2019-03-08 22:15:00,3833.35,0.007468423231663614,0.05,,28.629080195097714
buy,2019-03-09 07:00:00,3917.2,0.0072715712369291596,0.05,28.484198849298902,
sell,2019-03-09 21:00:00,3916.81,0.007458580631926891,0.05,,29.213843204937568
buy,2019-03-10 02:30:00,3928.75,0.007259479749813767,0.05,28.520681067080837,
sell,2019-03-10 06:00:00,3913.4,0.007448625587821236,0.05,,29.149451375379623
buy,2019-03-10 18:30:00,3901.85,0.007317585141021765,0.05,28.552119582495774,
sell,2019-03-10 19:30:00,3901.2,0.007442073565481263,0.05,,29.033017393655502
buy,2019-03-10 21:00:00,3920.59,0.007288740845906806,0.05,28.576164473053765,
sell,2019-03-11 06:30:00,3889.51,0.007434406929502539,0.05,,28.916200096369423
buy,2019-03-11 22:15:00,3872.49,0.007383664323011692,0.05,28.593166254219547,
sell,2019-03-12 01:15:00,3845.85,0.007431869799177997,0.05,,28.5818564671687
buy,2019-03-12 09:30:00,3880.98,0.007367366171654325,0.05,28.592600764867,
sell,2019-03-12 19:30:00,3878.04,0.007428644617801812,0.05,,28.80858097362014
buy,2019-03-13 17:15:00,3871.09,0.0073889782400576205,0.05,28.603399775304656,
sell,2019-03-13 18:30:00,3868.55,0.0074266612989146025,0.05,,28.73041056791609
buy,2019-03-13 20:45:00,3868.72,0.007395146279631308,0.05,28.60975031493523,
sell,2019-03-13 22:45:00,3863.15,0.007425085547950437,0.05,,28.684219234564733
buy,2019-03-14 02:15:00,3873.15,0.007387649267628856,0.05,28.613473760916705,
sell,2019-03-14 07:30:00,3860.0,0.007423213733934359,0.05,,28.653605012986628
buy,2019-03-14 14:00:00,3897.84,0.007341368635839388,0.05,28.615480323520202,
sell,2019-03-16 14:45:00,4002.73,0.00741912147902961,0.05,,29.696740117756192
buy,2019-03-16 23:15:00,4005.56,0.0071574369908906635,0.05,28.669543313232005,
sell,2019-03-17 02:00:00,3979.1,0.007406037254622662,0.05,,29.469362839869035
buy,2019-03-17 11:45:00,3987.49,0.007199901263592851,0.05,28.70953428956386,
sell,2019-03-18 07:15:00,3971.97,0.007395730455071171,0.05,,29.37561949562904
buy,2019-03-18 16:45:00,3981.52,0.007219061702532479,0.05,28.742838549867116,
sell,2019-03-19 07:00:00,3980.8,0.007386897017444237,0.05,,29.40575964704202
buy,2019-03-19 13:15:00,3989.22,0.007213436362177535,0.05,28.775984604725863,
sell,2019-03-20 02:00:00,3993.97,0.007378223984680902,0.05,,29.46840524809598
